text,label
"{'data': 'CHEMICAL PROPERITES', 'label': []}",irrelevant
"{'data': 'Acid value | ≤ 4 | KOH mg/g | HG/T 2708 - 95 <header> <Specification Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': [[15, 16, 'max'], [19, 27, 'unit'], [30, 44, 'method']]}",Acid content
"{'data': 'Density ( at 23 ℃, g/㎤ ) | 1.02', 'label': []}",irrelevant
"{'data': 'Modulus, psi. @ 1 % | 88,000', 'label': []}",irrelevant
"{'data': 'Water content | max. 0.20 M 3', 'label': []}",irrelevant
"{'data': 'Viscosity ( cps at 25 ℃ ) | | 28000 - 32000 | <header> <TYPICAL PHYSICAL> | <AND> | <CHEMICAL> | <PROPERTIES> </header>', 'label': [[12, 15, 'unit'], [16, 23, 'measuring_condition'], [30, 35, 'min'], [38, 43, 'max']]}",Viscosity
"{'data': 'Laromer® PE 44 F | 12 months | 12 months', 'label': []}",irrelevant
"{'data': 'Color ( Gardner ) | 1 max', 'label': []}",irrelevant
"{'data': 'Flash point ( closed cup °C ) | > 100 <header> <Appearance> | <Clear liquid> </header>', 'label': []}",irrelevant
"{'data': 'Viscosity | 25 ℃ | 80 ~ 83 KU <header> <ltem> | <Unit> | <Spec> </header>', 'label': [[12, 16, 'measuring_condition'], [19, 21, 'min'], [24, 26, 'max'], [27, 29, 'unit']]}",Viscosity
"{'data': 'Inhibitor, MEHQ, ppm | Liquid 100 ~ 300', 'label': []}",irrelevant
"{'data': '* specific gravity | 1.05', 'label': []}",irrelevant
"{'data': 'Solid content | ≥ 98.0 ％ | 110 ℃ baking 2 hours <header> <Test Item> <Appearance> | <Standard> <Clear,light yellow liquid> | <Test Condition> <Vision> </header>', 'label': [[18, 22, 'min'], [23, 24, 'unit'], [27, 47, 'measuring_condition']]}",Solid content
"{'data': 'Active compounds | ≥ 98 % GB/T 33374 - 2016', 'label': []}",irrelevant
"{'data': 'iodine color number ( DIN 6162 ) | ≤ 3 | ≤ 3', 'label': []}",irrelevant
"{'data': 'Lead ( Pb ) | 5.1 PPM', 'label': []}",irrelevant
"{'data': 'Colour, Gardner', 'label': []}",irrelevant
"{'data': 'TYPICAL CURED PROPERTIES ( 3 ) | TYPICAL CURED PROPERTIES ( 3 )', 'label': []}",irrelevant
"{'data': 'Acid value, mg KOH/g max. 2', 'label': [[12, 20, 'unit'], [26, 27, 'max']]}",Acid content
"{'data': '合计 | 100 %', 'label': []}",irrelevant
"{'data': 'appearance ( visual assessment ) | clear', 'label': []}",irrelevant
"{'data': 'Density | 1.15 | g/ml | <header> <application> <Specifications> <Characteristic> | <coating> <Value> <Characteristic> | <coating> <measurement unit> <Characteristic> | <coating> <Method> <Characteristic> </header>', 'label': []}",irrelevant
"{'data': 'Viscosity | 60 ℃ | 3900 ± 1170 cps <header> <ltem> | <Unit> | <Spec> </header>', 'label': [[12, 16, 'measuring_condition'], [19, 23, 'mean'], [26, 30, 'std'], [31, 34, 'unit']]}",Viscosity
"{'data': 'Viscosity @ 25 ℃ | 80 - 100 Pas | 80 - 100 Pas <header> <Product Bulletin> <Typical Properties> | <Product Bulletin> <Actliane 165.> | <Product Bulletin> <> </header>', 'label': [[12, 16, 'measuring_condition'], [19, 21, 'min'], [24, 27, 'max'], [28, 31, 'unit'], [34, 36, 'min'], [39, 42, 'max'], [43, 46, 'unit']]}",Viscosity
"{'data': 'Polymer solids ( % by weight ) | 80', 'label': [[0, 7, 'measuring_condition'], [17, 18, 'unit'], [19, 28, 'measuring_condition'], [33, 35, 'unit']]}",Solid content
"{'data': 'Functionality ( theoretical ) | | 2 <header> <TYPICAL PHYSICAL> | <AND> | <CHEMICAL PROPERTIES> </header>', 'label': [[16, 27, 'measuring_condition'], [34, 35, 'mean']]}",Functionality
"{'data': 'Color value : | < 80 APHA', 'label': []}",irrelevant
"{'data': 'Colour ( Gardner ) | < 2', 'label': []}",irrelevant
"{'data': 'Maximum colour ( Gardner ) | 2', 'label': []}",irrelevant
"{'data': 'OHV ( mg/g KOH ) | 32.0 – 42.0 <header> <Resin Specifications> | <UNIDIC SHA - 606 > </header>', 'label': []}",irrelevant
"{'data': 'Tg, °C | 69', 'label': []}",irrelevant
"{'data': 'Laromer® LR 88001', 'label': []}",irrelevant
"{'data': '* Molecular weight ( theoretical ) | 1,000', 'label': []}",irrelevant
"{'data': 'Color, APHA ( G=Gardner scale ) | 40', 'label': []}",irrelevant
"{'data': 'MITI | listed <header> <Registration> | <> </header>', 'label': []}",irrelevant
"{'data': 'Viscosity ( mPa.s 25 °C ) | 3 - 10', 'label': [[12, 17, 'unit'], [18, 23, 'measuring_condition'], [28, 29, 'min'], [32, 34, 'max']]}",Viscosity
"{'data': 'PACKAGING | <header> <Appearance ( 25 ℃ ) > | <Clear Liquid> </header>', 'label': []}",irrelevant
"{'data': 'shear rate D | 250 6 – 8', 'label': []}",irrelevant
"{'data': 'non - volatile matter ( DIN EN ISO 3251, 1 g, 125 °C [ 257 °F ] , 1 h ) | 38 – 42 %', 'label': [[24, 39, 'method'], [41, 69, 'measuring_condition'], [74, 76, 'min'], [79, 81, 'max'], [82, 83, 'unit']]}",Solid content
"{'data': 'TYPICAL VALUES', 'label': []}",irrelevant
"{'data': 'SPECIFICATIONS | SPECIFICATIONS', 'label': []}",irrelevant
"{'data': 'DIN EN ISO 2811 - 1', 'label': []}",irrelevant
"{'data': 'Solvent | BAC', 'label': [[10, 13, 'qualitative_value']]}",Solvent type
"{'data': 'Color | 250 APHA max', 'label': []}",irrelevant
"{'data': 'Color ( APHA ) | 120 Max', 'label': []}",irrelevant
"{'data': 'Laromer® LR 89071 | 6 months | 6 months', 'label': []}",irrelevant
"{'data': 'Residual solvent, wt. % , max. | 0.09 <header> <SPECIFICATIONS ( 1 ) > | <VALUE> </header>', 'label': [[18, 21, 'measuring_condition'], [22, 23, 'unit'], [33, 37, 'max']]}",Solvent type
"{'data': 'Inhibitor, ppm. | 240 MEHQ', 'label': []}",irrelevant
"{'data': 'acid value ( EN ISO 3682 ) | 5 mg KOH/g ≤ | 5 mg KOH/g ≤', 'label': [[13, 24, 'method'], [29, 30, 'max'], [31, 39, 'unit'], [44, 45, 'max'], [46, 54, 'unit']]}",Acid content
"{'data': 'Storage | The resin should be stored in closed packaging out of light at 0 to', 'label': []}",irrelevant
"{'data': 'Heat of polymerization | 778 kJ/kg', 'label': []}",irrelevant
"{'data': 'PHOTOMER® 4173 | 43.0 | 43.0 <header> <UV Curable Etch - Resists> | <A> | <B> </header>', 'label': []}",irrelevant
"{'data': 'Tensile strength, psi ( MPa ) | 900 ( 6.2 )', 'label': []}",irrelevant
"{'data': 'Höppler viscosity at 60 °C, mPa.s | 2000', 'label': [[21, 26, 'measuring_condition'], [28, 33, 'unit'], [36, 40, 'mean']]}",Viscosity
"{'data': 'Polymer solids, % by weight | 100', 'label': []}",irrelevant
"{'data': 'Contents | Specification | Remark <header> <Contents> | <Specification> | <Remark> </header>', 'label': []}",header
"{'data': 'Density, g/cm 3 | 1.17', 'label': []}",irrelevant
"{'data': 'Appearance | Clear to hazy liquid', 'label': []}",irrelevant
"{'data': 'Functionality | 3', 'label': [[16, 17, 'mean']]}",Functionality
"{'data': 'Acid value ( mgKOH/g ) | ≤ 5', 'label': [[13, 20, 'unit'], [27, 28, 'max']]}",Acid content
"{'data': 'Color, APHA | 250 | 250 <header> <Appearance> | <Clear liquid> | <Clear liquid> </header>', 'label': []}",irrelevant
"{'data': 'According to:', 'label': []}",irrelevant
"{'data': 'Test Formulation Name | I 30 | H 50 | TP 50 | TM 50 <header> <TYPICAL FORMULATIONS> <Test Formulation Name> | <TYPICAL FORMULATIONS> <I 30 > | <TYPICAL FORMULATIONS> <H 50 > | <TYPICAL FORMULATIONS> <TP 50 > | <TYPICAL FORMULATIONS> <TM 50 > </header>', 'label': []}",irrelevant
"{'data': 'Viscosity ( cps at 25 ℃ ) | 5000 – 7000 <header> <Appearance ( 25 ℃ ) > | <Clear Liquid> </header>', 'label': [[12, 15, 'unit'], [16, 23, 'measuring_condition'], [28, 32, 'min'], [35, 39, 'max']]}",Viscosity
"{'data': 'Glass transition temperature, ℃ | n.av', 'label': []}",irrelevant
"{'data': 'Water resistance | Tg, C | - 60 <header> <bone> | <Functionality> <JS Appearance> | < 1 > <Clear liquid> </header>', 'label': []}",irrelevant
"{'data': 'Surface tension, dynes/cm | 36.1', 'label': []}",irrelevant
"{'data': 'Appearance | Transparent, little yellow', 'label': []}",irrelevant
"{'data': ' | Moisture, % | 0.2 max. <header> <Typical Properties> | <Appearance> | <Clear Liquid> </header>', 'label': []}",irrelevant
"{'data': 'EBECRYL 8110 | 25 <header> <COMPONENT> | <Parts> </header>', 'label': []}",irrelevant
"{'data': 'UV content ( % ) | 55', 'label': []}",irrelevant
"{'data': 'functional | 3.8', 'label': [[13, 16, 'mean']]}",Functionality
"{'data': 'TYPICAL PHYSICAL PROPERTIES', 'label': []}",irrelevant
"{'data': 'Appearance', 'label': []}",irrelevant
"{'data': '* Polymer solids ( % by weight ) | 90', 'label': [[2, 9, 'measuring_condition'], [19, 20, 'unit'], [21, 30, 'measuring_condition'], [35, 37, 'mean']]}",Solid content
"{'data': 'CN 104 content ( % ) | 80', 'label': []}",irrelevant
"{'data': ' ( ) 3 $ % 4 "" 5 ou s cont nt, on solid ( 76 % ) 6 , ,6 % a 55 O 12 |', 'label': []}",irrelevant
"{'data': 'Höppler viscosity at 60 °C ( mPa.s ) : around | 2500', 'label': [[0, 7, 'measuring_condition'], [18, 26, 'measuring_condition'], [29, 34, 'unit'], [48, 52, 'mean']]}",Viscosity
"{'data': 'Color, Gardner scale, max. | 5 <header> <SPECIFICATIONS ( 4 ) > | <VALUE> </header>', 'label': []}",irrelevant
"{'data': 'Colour ( Gardner ) | ISO 4630 | ≤ 1 <header> <Appearance> | <Visual> | <Clear viscous resin> </header>', 'label': []}",irrelevant
"{'data': 'low viscosity | | Density, lbs./gal. | 9.8 <header> <PRODUCT HIGHLIGHTS 2010 Appearance> | <PRODUCT HIGHLIGHTS 2010 Appearance> | <PRODUCT HIGHLIGHTS 2010 Appearance> | <Clear liquid> </header>', 'label': []}",Viscosity
"{'data': 'Color, APHA | 14', 'label': []}",irrelevant
"{'data': 'Subject | Criteria <header> <Subject> | <Criteria> </header>', 'label': []}",irrelevant
"{'data': 'TYPICAL CURED PROPERTIES ( 4 ) | TYPICAL CURED PROPERTIES ( 4 )', 'label': []}",header
"{'data': '1. Resin Type : Polydimethylsiloxane acrylate', 'label': []}",irrelevant
"{'data': 'Laromer® LR 8983', 'label': []}",irrelevant
"{'data': 'Viscosity ( CPS,25 ℃） | 500 - 1000', 'label': [[12, 15, 'unit'], [16, 20, 'measuring_condition'], [24, 28, 'min'], [30, 34, 'max']]}",Viscosity
"{'data': 'Equivalent to Appearance | UVR 6110 Pale Yellow to Colorless Liquid', 'label': []}",irrelevant
"{'data': 'Molecular Weight | 428', 'label': []}",irrelevant
"{'data': 'Color | ≤ 50 （APHA）', 'label': []}",irrelevant
"{'data': 'Test method | 53216', 'label': []}",irrelevant
"{'data': 'Visc. @ 25 OC | Brookfield | 60 - 90 Pas. <header> <TEST> | <TEST METHOD> | <SALES SPECIFICATION> </header>', 'label': [[8, 13, 'measuring_condition'], [16, 26, 'measuring_condition'], [29, 31, 'min'], [34, 36, 'max'], [37, 40, 'unit']]}",Viscosity
"{'data': 'Density, g/ml at 25 °C | 1.06', 'label': []}",irrelevant
"{'data': '• | Flash point : > 100 °C', 'label': []}",irrelevant
"{'data': 'Adhesives and sealants | Typical properties | <header> <Product performance> | <Sales specifications> | <> </header>', 'label': []}",irrelevant
"{'data': 'Flash point ( °C ) | > 100', 'label': []}",irrelevant
"{'data': 'TYPICAL PHYSICAL PROPERTIES | <header> <SPECIFICATIONS ( 2 ) > | <VALUE> </header>', 'label': []}",irrelevant
"{'data': 'Viscosity, cps @ 25 ° C | 8', 'label': [[11, 14, 'unit'], [17, 23, 'measuring_condition'], [26, 27, 'mean']]}",Viscosity
"{'data': 'TYPICAL PHYSICAL PROPERTIES | TYPICAL PHYSICAL PROPERTIES | TYPICAL PHYSICAL PROPERTIES', 'label': []}",irrelevant
"{'data': 'Registration |', 'label': []}",irrelevant
"{'data': 'Höppler viscosity at 25 °C, mPa.s | 20,000 ~ 30,000 | 20,000 ~ 30,000', 'label': [[0, 7, 'measuring_condition'], [18, 26, 'measuring_condition'], [28, 33, 'unit'], [36, 51, 'unclear_value'], [54, 69, 'unclear_value']]}",Viscosity
"{'data': 'Oligomer, % by weight | 100 <header> <TYPICAL PHYSICAL PROPERTIES> | <TYPICAL PHYSICAL PROPERTIES> </header>', 'label': []}",irrelevant
"{'data': 'Colour, Gardner | max. 2', 'label': []}",irrelevant
"{'data': 'NCO, % , max. | 0.2 <header> <SPECIFICATIONS> | <VALUE> </header>', 'label': []}",irrelevant
"{'data': 'Specific Gravity @ 25 °C | 1.3', 'label': []}",irrelevant
"{'data': 'Functionality, theoretical ( 3 ) | 2 <header> <SPECIFICATIONS ( 2 ) > <Appearance> | <VALUE> <Clear liquid> </header>', 'label': [[35, 37, 'mean']]}",Functionality
"{'data': 'Specific Gravity ( g/cm 3 ) | 1.10 ± 0.02 <header> <Property> <Appearance> | <Indicators> <Clear transparent> </header>', 'label': []}",irrelevant
"{'data': 'Appearance | Clear liquid', 'label': []}",irrelevant
"{'data': 'PHYSICAL PROPERTIES', 'label': []}",irrelevant
"{'data': 'Acid value（mgKOH/g） | ≤ 5 HG/T 2708 - 1995', 'label': [[11, 18, 'unit'], [24, 25, 'max'], [26, 42, 'method']]}",Acid content
"{'data': 'Solid content | % | 75 ~ 85 % <header> <ltem> | <Unit> | <Spec> </header>', 'label': [[16, 17, 'unit'], [28, 29, 'unit'], [25, 27, 'max'], [20, 22, 'min']]}",Solid content
"{'data': 'Water content, % ( mass ) | 0.1 max ( E 203 ; 23 - 01 )', 'label': []}",irrelevant
"{'data': 'Product specifications: Functional basis ( theoretical ) 4 official', 'label': [[57, 58, 'mean']]}",Functionality
"{'data': 'Molecular weight of TMPTA | 300', 'label': []}",irrelevant
"{'data': 'Banwol Industrial Complex 10 - 49 | PHONE | : + 82 - 31 - 494 - 9060', 'label': []}",irrelevant
"{'data': 'Weight/amine | 223 <header> <SPECIFICATIONS ( 2 ) > | <VALUE> </header>', 'label': []}",irrelevant
"{'data': 'viscosity at 23 °C ( 73 °F ) ( DIN EN ISO 3219 ) shear rate D | viscosity at 23 °C ( 73 °F ) ( DIN EN ISO 3219 ) shear rate D | 50 – 300 mPa. s 250 s– 1', 'label': [[10, 28, 'measuring_condition'], [31, 46, 'method'], [49, 61, 'measuring_condition'], [74, 92, 'measuring_condition'], [95, 110, 'method'], [113, 125, 'measuring_condition'], [128, 130, 'min'], [133, 136, 'max'], [137, 143, 'unit'], [144, 152, 'measuring_condition']]}",Viscosity
"{'data': 'Viscosity, 25 °C, cP/mPa·s | 37500 - 52500 <header> <SPECIFICATIONS> | <VALUE> </header>', 'label': [[11, 16, 'measuring_condition'], [18, 26, 'unit'], [29, 34, 'min'], [37, 42, 'max']]}",Viscosity
"{'data': 'Average particle diameter ( Dv 50 ) | 45 | um | ISO 13320 - 1 ( Coulter Counter ) <header> <Property> | <Value> | <Unit> | <Method> </header>', 'label': []}",irrelevant
"{'data': 'inhibitor： | 100 - 300 MEHQ ppm', 'label': []}",irrelevant
"{'data': 'Solid content | % | 92 ~ 96 % <header> <ltem> | <Unit> | <Spec> </header>', 'label': [[16, 17, 'unit'], [20, 22, 'min'], [25, 27, 'max'], [28, 29, 'unit']]}",Solid content
"{'data': 'Density/Spec. Grav: | 1.685', 'label': []}",irrelevant
"{'data': 'SOLI CONTENT | 7 ( ? 75.51 A : 0 - .6 "" ) ?? 47 E', 'label': []}",irrelevant
"{'data': 'acid value ( EN ISO 3682 ) | 7 mg KOH/g', 'label': [[13, 24, 'method'], [29, 30, 'mean'], [31, 39, 'unit']]}",Acid content
"{'data': '3 、TYPRICAL PROPERTIES', 'label': []}",irrelevant
"{'data': 'Color, APHA | 82', 'label': []}",irrelevant
"{'data': 'Laromer® PE 46 T', 'label': []}",irrelevant
"{'data': 'Specific heat capacity at 30 °C | 1.88', 'label': []}",irrelevant
"{'data': 'Volatile Content | 0.5 % max. <header> <Appearance> | <Clear pale yellow> </header>', 'label': []}",irrelevant
"{'data': 'Solid content | ≥ 98.0 %', 'label': [[18, 22, 'min'], [23, 24, 'unit']]}",Solid content
"{'data': 'viscosity at 23 °C ( 73 °F ) ( ISO 3219 A ) | 2.0 – 5.0 Pa. s', 'label': [[10, 28, 'measuring_condition'], [31, 41, 'method'], [46, 49, 'min'], [52, 55, 'max'], [56, 61, 'unit']]}",Viscosity
"{'data': 'Functionality ( theoretical ) | 8', 'label': [[32, 33, 'mean']]}",Functionality
"{'data': 'Functionality ( theoretical ) | | 6 | <header> <TYPICAL PHYSICAL> | <AND> | <CHEMICAL> | <PROPERTIES> </header>', 'label': [[16, 27, 'measuring_condition'], [34, 35, 'mean']]}",Functionality
"{'data': 'Viscosity: | 140 @ 20 deg C', 'label': [[13, 16, 'mean'], [19, 27, 'measuring_condition']]}",Viscosity
"{'data': ' | Acidity, as acrylic acid ( DIN EN ISO 2114, method B ) | ≤ 0.05 % <header> <Typical Characteristics> | <Appearance Odor> | <clear liquid ester – like> </header>', 'label': [[12, 27, 'measuring_condition'], [30, 55, 'method'], [62, 66, 'max'], [67, 68, 'unit']]}",Acid content
"{'data': 'Functionality | - | 2 <header> <ltem> | <Unit> | <Spec> </header>', 'label': [[20, 21, 'mean']]}",Functionality
"{'data': 'Modulus, psi | 11,200', 'label': []}",irrelevant
"{'data': 'Water, wt. % , max. | 0.1', 'label': []}",irrelevant
"{'data': 'Glass transition temperature ( 2 ) ( °C ) | 60', 'label': []}",irrelevant
"{'data': 'Appearance | Clear liquid <header> <Appearance> | <Clear liquid> </header>', 'label': []}",irrelevant
"{'data': 'High temperature resistance | RMFI Viscosity @ 60 °C, cps | 15,000 <header> <PRODUCT HIGHLIGHTS> | < 18 Nov Appearance Density, lbs./gal.> | <Clear liquid 10.0 > </header>', 'label': []}",irrelevant
"{'data': 'Acid value | < 1.0 | mgKOH/g <header> <Test Item> <Appearance> | <Standard> <Clear, light yellow liquid> | <Test Condition> <Visualization> </header>', 'label': [[15, 18, 'max'], [21, 28, 'unit']]}",Acid content
"{'data': 'Viscosity ( Pa.s 50 °C ) | 2.8 - 3.5', 'label': [[17, 22, 'measuring_condition'], [12, 16, 'unit'], [27, 30, 'min'], [33, 36, 'max']]}",Viscosity
"{'data': 'Polymer solids, % by weight | 65', 'label': [[0, 7, 'measuring_condition'], [16, 17, 'unit'], [18, 27, 'measuring_condition'], [30, 32, 'mean']]}",Solid content
"{'data': 'Specific | 20 9.8 6', 'label': []}",irrelevant
"{'data': 'MIBK | 25 ～ 29 <header> <> | <OLESTER RA 3091 ( XRA 2040 ) > </header>', 'label': [[0, 4, 'qualitative_value'], [7, 9, 'min'], [12, 14, 'max']]}",Solvent type
"{'data': 'Appearance | Liquid', 'label': []}",irrelevant
"{'data': 'Specification Property | Value | Unit of measurement | Method <header> <Specification Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",header
"{'data': 'Functionality | 2', 'label': [[16, 17, 'mean']]}",Functionality
