text,label
"{'data': 'Tafigel® PUR 40 | 2.0 | 0.23 <header> <MATERIALS> | <POUNDS> | <SH GALLONS> </header>', 'label': []}",irrelevant
"{'data': 'Viscosity ( 25 ℃ ) | cps | 20 - 400 <header> <Property> | <Unit> | <Value> </header>', 'label': []}",irrelevant
"{'data': '• | easy polyisocyanate incorporation', 'label': []}",irrelevant
"{'data': 'Radiation curable aliphatic urethane acrylate | 1 / 1 PHYSICAL PROPERTIES', 'label': []}",irrelevant
"{'data': 'BIT ( casno. 2634 - 33 - 5 ) | 0.046', 'label': []}",irrelevant
"{'data': '1 Day .................................. | 155', 'label': []}",irrelevant
"{'data': 'Shelf life | 1 year <header> <Type Appearance> | <Aliphatic polyurethane Amber colored dispersion> </header>', 'label': []}",irrelevant
"{'data': 'Hydroxyl content, ( solvent free, calculated ) | approx. 3.9 | % | <header> <Other data* Property> | <Value> | <Unit of measurement Method> | <Unit of measurement Method> </header>', 'label': [[57, 60, 'mean'], [63, 64, 'unit']]}",Hydroxyl value
"{'data': 'Viscosity, Brookfield, 25 ℃, cps | 150', 'label': []}",irrelevant
"{'data': 'Density ( Liquids ) DIN EN ISO 2811 - 2', 'label': []}",irrelevant
"{'data': 'density [ g/cmª ] approx. ( 20 ℃ ) | 1,08', 'label': []}",irrelevant
"{'data': 'PH ( thinned 1 : 4 with demineralized water ) | 8.0 + 0.5 | | DIN ISO 976 <header> <Specification Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': [[5, 43, 'measuring_condition'], [48, 51, 'mean'], [54, 57, 'std'], [62, 73, 'method']]}",pH
"{'data': 'dynamic viscosity | [ mPa.s ] 500 - 1500', 'label': []}",irrelevant
"{'data': 'Density | g/cm 3 ca. 1.05', 'label': []}",irrelevant
"{'data': 'Then Add: | Received | <header> <MATERIALS> | <POUNDS> | <SH GALLONS> </header>', 'label': []}",irrelevant
"{'data': 'Appearance | Amber colored dispersion Aliphatic polyurethane <header> <Appearance> | <Amber colored dispersion Aliphatic polyurethane> </header>', 'label': [[13, 26, 'qualitative_value']]}",Color
"{'data': 'VOC CONTENT | 134 g/l ( as', 'label': []}",irrelevant
"{'data': 'Colour, APHA | 0 - 1 | - | 2017 <header> <Property> | <Range> | <Unit> | <TM> </header>', 'label': [[8, 12, 'unit'], [15, 16, 'min'], [19, 20, 'max'], [27, 31, 'method']]}",Color
"{'data': 'Freeze/thaw stability | stable', 'label': []}",irrelevant
"{'data': 'Free isocyanate content | nil | % | - <header> <Property> | <Value> | <Unit> | <TM> </header>', 'label': []}",irrelevant
"{'data': 'Total solids, by volume, % | 32', 'label': [[14, 23, 'measuring_condition'], [25, 26, 'unit'], [29, 31, 'mean']]}",Solid content
"{'data': 'Mechanical Stabilily | | | | Good', 'label': []}",irrelevant
"{'data': 'pH | 8.0 – 9.0 | | 0016 <header> <Property> | <Range> | <Unit> | <GAP> </header>', 'label': [[5, 8, 'min'], [11, 14, 'max'], [19, 23, 'method']]}",pH
"{'data': 'UV/EB cured products based on Ucecoat 7155 are characterized by the following properties : - high flexibility and hardness - excellent adhesion on wood - outstanding wood wetting - low yellowing | The toxicological properties of this material have not been fully determined. Products of this type can be expected to be eye and skin irritant and have the potential to cause sensitization or other allergic responses. Appropriate precautions should be taken to avoid eye and skin contact and to avoid inhalation of the aerosols or vapours.', 'label': []}",irrelevant
"{'data': 'Delivery form: 42 % solids in water.', 'label': [[30, 35, 'qualitative_value']]}",multi
"{'data': 'Specification Property | Value | Unit of measurement | Method <header> <Specification Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",header
"{'data': 'Solid content | 41.0 – 43.0 | % | 2038 <header> <Property> | <Range> | <Unit> | <TM> </header>', 'label': [[34, 38, 'method'], [30, 31, 'unit'], [23, 27, 'max'], [16, 20, 'min']]}",Solid content
"{'data': 'Density at 20 °C | approx. 1.03 | g/cm 3 | DIN 51757 <header> <Other data* Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",irrelevant
"{'data': 'Solvent - free | |', 'label': []}",irrelevant
"{'data': 'minimum film forming temperature | 23 °C', 'label': [[35, 37, 'mean'], [38, 40, 'unit']]}",Minimum film forming temperature
"{'data': 'Percent Solids, weight | 36', 'label': [[16, 22, 'measuring_condition'], [25, 27, 'mean']]}",Solid content
"{'data': 'Specification Property | Value | Unit of measurement | Method <header> <Specification Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",header
"{'data': 'Appearance | turbid, brownish | | <header> <Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': [[13, 29, 'qualitative_value']]}",Color
"{'data': 'Technical Data Sheet | Brookfield viscosity at 25 °c # 2 ; 100 rpm : 55 mPa.s Appearance white liquid <header> <> | <> </header>', 'label': []}",irrelevant
"{'data': 'Properties of dry film* | Elongation ( % ) | 750 | 560 | 180 | 10 | 400 <header> <Macro polyol> | <Macro polyol> | <Ether - base> | <Ester - base> | <Carbonate - base> | <Carbonate - base> | <Ester - base> </header>', 'label': []}",irrelevant
"{'data': 'Formulated UV curable products containing Ucecoat 7155 may be applied by spray - , curtain and roller coater methods. Ucecoat 7155 is recommended for use in : | STATUTORY LABELLING', 'label': []}",irrelevant
"{'data': 'Solvent : | Demin Water / Dipropyleneglycol Dimethylether | Demin Water / Dipropyleneglycol Dimethylether | Demin Water / Dipropyleneglycol Dimethylether <header> <Acrylic Copolymer Emulsion> | < 980 - 410 Date :> | < 980 - 410 Date :> | < 980 - 410 Date :> </header>', 'label': [[12, 57, 'qualitative_value'], [60, 105, 'qualitative_value'], [108, 153, 'qualitative_value']]}",Solvent type
"{'data': 'PH | 6.0 - 8.0', 'label': [[5, 8, 'min'], [11, 14, 'max']]}",pH
"{'data': 'Density at 20 °C | approx. 1.0 | g/ml | DIN EN ISO 2811 <header> <Other data** Property Value Unit of measurement Method> | <Other data** Property Value Unit of measurement Method> | <Other data** Property Value Unit of measurement Method> | <Other data** Property Value Unit of measurement Method> </header>', 'label': []}",irrelevant
"{'data': 'Efficient content | ≥ 99.9', 'label': []}",irrelevant
"{'data': 'Neutralizing agent Triethylamine | ± 1.1 | % | <header> <Property> | <Value> | <Unit> | <GAP> </header>', 'label': []}",irrelevant
"{'data': 'Density 20 C 0 | ± 1.04 | kg/l | 0006 <header> <Property> | <Value> | <Unit> | <GAP> </header>', 'label': []}",irrelevant
"{'data': 'appearance | DIN EN ISO 2811 - 2', 'label': [[13, 32, 'method']]}",Color
"{'data': 'Blocking point | °C | ca. 160 | <header> <Specification:> | <> | <> | <According to:> </header>', 'label': []}",irrelevant
"{'data': 'Contamination ( powders ) | direct plating | direct plating | | | | 4 5 S <header> <Specification of the supplier> <Test> | <Specification of the supplier> <Method> | <Specification of the supplier> <Units> | <Specification of the supplier> <Average value> | <Specification of the supplier> <Lower limit> | <Specification of the supplier> <Upper limit> | <Specification of the supplier> <Remarks> </header>', 'label': []}",irrelevant
"{'data': 'Dynamic Viscosity | DIN EN ISO 3219', 'label': [[0, 7, 'measuring_condition'], [20, 35, 'method']]}",Viscosity
"{'data': 'pH | 6.4 - 7.8 <header> <SPECIFICATIONS> | <VALUES> </header>', 'label': [[5, 8, 'min'], [11, 14, 'max']]}",pH
"{'data': 'Solids | 35 % | 35 % | 35 % | 35 +/ - 2 % <header> <Typical Properties* of SOLUCOTE 1073 > <Appearance> | <Typical Properties* of SOLUCOTE 1073 > <Translucent Liquid> | <Typical Properties* of SOLUCOTE 1073 > <Translucent Liquid> | <Typical Properties* of SOLUCOTE 1073 > <Translucent Liquid> | <Specifications> <Translucent Liquid> </header>', 'label': [[9, 11, 'mean'], [12, 13, 'unit'], [16, 19, 'mean'], [19, 20, 'unit'], [23, 25, 'mean'], [26, 27, 'unit'], [30, 32, 'mean'], [38, 39, 'std'], [40, 41, 'unit']]}",Solid content
"{'data': 'Viscosity Brookfield | cP / LV, Spindle # 3, 60 rpm, 25 °C | cP / LV, Spindle # 3, 60 rpm, 25 °C | | 50 | 800 | broad specs due to technical limits supplier <header> <Specification of the supplier> <Test> | <Specification of the supplier> <Method> | <Specification of the supplier> <Units> | <Specification of the supplier> <Average value> | <Specification of the supplier> <Lower limit> | <Specification of the supplier> <Upper limit> | <Specification of the supplier> <Remarks> </header>', 'label': []}",irrelevant
"{'data': 'Flow time at 23 °C, 4 mm cup | ≤ 50 | s | AFAM 2008 / 10503 <header> <Characteristic data* Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",irrelevant
"{'data': 'Form supplied | Approx. 35 % in water, neutralized with triethylamine ( TEA ) ( bound as a salt )', 'label': [[32, 37, 'qualitative_value']]}",Solvent type
"{'data': 'Type Appearance | Aliphatic polyurethane Amber colored dispersion <header> <Type Appearance> | <Aliphatic polyurethane Amber colored dispersion> </header>', 'label': [[18, 65, 'qualitative_value']]}",Color
"{'data': 'Free monomer | Max. 500 | ppm | 0118 <header> <Property> | <Value> | <Unit> | <GAP> </header>', 'label': []}",irrelevant
"{'data': 'Typical Values | Ave. Particle Diameter ( nm ) | 90 | 70 | 60 | 90 | 50 <header> <TAKELACTM> | <TAKELACTM> | <WS - 6021 > | <WS - 5000 > | <WS - 5100 > | <WS - 4000 > | <WS - 4022 > </header>', 'label': [[42, 44, 'unit'], [49, 51, 'mean'], [54, 56, 'mean'], [59, 61, 'mean'], [64, 66, 'mean'], [69, 71, 'mean']]}",Particle size
"{'data': 'freeze/thaw stable | no', 'label': []}",irrelevant
"{'data': 'Ethylene/vinyl acetate copolymer wax ( 10 % solids )', 'label': [[0, 8, 'qualitative_value']]}",multi
"{'data': 'Specification: | | | According to: <header> <Specification:> | <> | <> | <According to:> </header>', 'label': []}",irrelevant
"{'data': 'DENSITY | 8.8 lbs/gal', 'label': []}",irrelevant
"{'data': 'Xylene |', 'label': []}",irrelevant
"{'data': 'Type | Aromatic, urethane acrylic copolymer', 'label': []}",irrelevant
"{'data': 'Free monomer | Max. 1000 | ppm | 0118 <header> <Property> | <Value> | <Unit> | <GAP> </header>', 'label': []}",irrelevant
"{'data': 'PH （ 25 ℃）： 6 - 8', 'label': [[5, 9, 'measuring_condition'], [12, 13, 'min'], [16, 17, 'max']]}",pH
"{'data': 'Acid value | 22.5 ± 3 | mg KOH/g | DIN EN ISO 2114 <header> <Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",irrelevant
"{'data': 'Neutralizer, % ( 1 ) | 1.4', 'label': []}",irrelevant
"{'data': 'Acid value | 7 - 10 | mg KOH/g | DIN EN ISO 2114 <header> <Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",irrelevant
"{'data': 'pH - value | 7,2 - 7,6', 'label': [[13, 16, 'min'], [19, 22, 'max']]}",pH
"{'data': 'Viscosity at 25 °C | | <header> <> | <UROTUF® F 78 - M - 50 > | <UROTUF® F 78 - X - 50 > </header>', 'label': []}",irrelevant
"{'data': 'Property | Value | Unit | GAP <header> <Property> | <Value> | <Unit> | <GAP> </header>', 'label': []}",header
"{'data': 'Non - volatiles | 27.0 – 29.0 | % | 001 G | 3251 <header> <Property> | <Value> | <Units> | <Method STM ISO> | <Method STM ISO> </header>', 'label': [[18, 22, 'min'], [25, 29, 'max'], [32, 33, 'unit'], [36, 41, 'method'], [44, 48, 'method']]}",Solid content
"{'data': 'non - volatile matter | [ % ] 38,5 - 41,5', 'label': [[26, 27, 'unit'], [30, 34, 'min'], [37, 41, 'max']]}",Solid content
"{'data': 'pH | 7.0 – 9.0 <header> <Non - volatile content> | < 38 +/ - 1 % > </header>', 'label': [[5, 8, 'min'], [11, 14, 'max']]}",pH
"{'data': 'ELONGATION | 200 %', 'label': []}",irrelevant
"{'data': 'Modulus, 100 % | Modulus, 100 % | Modulus, 100 % | Modulus, 100 % |', 'label': []}",irrelevant
"{'data': 'Solids content | 29 - 31 | % | 2026 B <header> <Property> | <Range> | <Unit> | <TM> </header>', 'label': [[17, 19, 'min'], [22, 24, 'max'], [27, 28, 'unit'], [31, 37, 'method']]}",Solid content
"{'data': 'Other data* Property | Value Unit of measurement | Value Unit of measurement | Method <header> <Other data* Property> | <Value Unit of measurement> | <Value Unit of measurement> | <Method> </header>', 'label': []}",header
"{'data': 'Solid content（ 1 h/ 125 ℃）： | 42 ± 2 %', 'label': [[15, 25, 'measuring_condition'], [30, 32, 'mean'], [35, 36, 'std'], [37, 38, 'unit']]}",Solid content
"{'data': 'Particle Charge | Anionic', 'label': []}",irrelevant
"{'data': 'Specific gravity of solids @ 25 o C | 1.14 <header> <Type Appearance> | <Aliphatic polyurethane Amber colored dispersion> </header>', 'label': []}",irrelevant
"{'data': 'Acid Number | 25', 'label': []}",irrelevant
"{'data': 'Form supplied Approx. 45 % in water / SN 100 / 1 - butoxy - 2 - propanol, dimethyl ethanol amine neutralized, 4 % SN 100, 4 % 1 - butoxy - 2 - propanol.', 'label': [[30, 35, 'qualitative_value'], [38, 44, 'qualitative_value'], [74, 90, 'qualitative_value'], [114, 120, 'qualitative_value'], [47, 72, 'qualitative_value'], [126, 151, 'qualitative_value']]}",Solvent type
"{'data': 'Brookfield | 25 C O Max. 400 mPa.s 0020', 'label': []}",irrelevant
"{'data': 'FORM OF DELIVERY ( f.o.d. ) 36 % in water ( 36 WA ) < 1.6 % DPGDME, < 0.4 % MP | 1.5 % N,N - dimethyl ethanolamine, as salt', 'label': [[36, 41, 'qualitative_value'], [76, 78, 'qualitative_value']]}",Solvent type
"{'data': 'Appearance: | Milky white liquid <header> <Appearance:> | <Milky white liquid> </header>', 'label': []}",irrelevant
"{'data': 'Non - volatile content ( 1 g/ 1 h/ 125 °C/convection oven ) | 41 - 43 | % | DIN EN ISO 3251 <header> <Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': [[25, 57, 'measuring_condition'], [62, 64, 'min'], [67, 69, 'max'], [72, 73, 'unit'], [76, 91, 'method']]}",Solid content
"{'data': '< 200 | Viscosity Brookfield @ RT, cps', 'label': []}",irrelevant
"{'data': 'MFFT | °C | ca. 15 | <header> <Specification:> | <> | <> | <According to:> </header>', 'label': [[7, 9, 'unit'], [16, 18, 'mean']]}",Minimum film forming temperature
"{'data': 'Brookfield ( CP ) | Brookfield ( CP ) | Brookfield ( CP ) | Brookfield ( CP ) | 50 - 150', 'label': []}",irrelevant
"{'data': 'Hydroxyl content ( solvent free, calculated ) | Received RMFI DG ( SP ) approx. 3.9 | % | <header> <Other data* Property> | < 10 SH Value> | <Unit of measurement> | <Method> </header>', 'label': [[80, 83, 'mean'], [86, 87, 'unit'], [19, 43, 'measuring_condition']]}",Hydroxyl value
"{'data': 'pH | 7 - 8', 'label': [[5, 6, 'min'], [9, 10, 'max']]}",pH
"{'data': 'UV Content ( % ) | 42 ± 2', 'label': []}",irrelevant
"{'data': 'Appearance | Milky white', 'label': []}",irrelevant
"{'data': 'Appearance: | Milky white liquid', 'label': []}",irrelevant
"{'data': 'Glycol Ether DB® | 2.16 | 0.27 | Coalescent <header> <Material> | <Pounds> | <Gallons> | <Use> </header>', 'label': [[0, 16, 'qualitative_value']]}",Solvent type
"{'data': 'Density at 20 ℃ | approx. 1.07', 'label': []}",irrelevant
"{'data': 'Acid value ( on n.v. ) | nil | mg KOH/g | 5 - 1 <header> <Property> | <Value> | <Units> | <Method *> </header>', 'label': []}",irrelevant
"{'data': 'Not continually determined: | | <header> <cone - and - plate apparatus, shear rate: 100 s - 1 > | < [ mPa.s ] > | < 100 - 800 > </header>', 'label': []}",irrelevant
"{'data': 'pH | . . 7.5 - 8.5 | <header> <> <PU Acrylic Dispersion> | < 980 - 0155 Date :> <PU Acrylic Dispersion> | < 980 - 0155 Date :> <PU Acrylic Dispersion> </header>', 'label': [[9, 12, 'min'], [15, 18, 'max']]}",pH
"{'data': 'PH | 7.5 - 8.4 | | 0016 <header> <Property> | <Range> | <Unit> | <GAP> </header>', 'label': [[5, 8, 'min'], [11, 14, 'max'], [19, 23, 'method']]}",pH
"{'data': 'Solids, % by Weight | 33.0', 'label': [[8, 9, 'unit'], [10, 19, 'measuring_condition'], [22, 26, 'mean']]}",Solid content
"{'data': 'Viscosity at 23 °C, D = approx. 40 s - 1 | 2,000 - 3,500 | mPa·s | DIN EN ISO 3219 /A.3 <header> <Specification Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",irrelevant
"{'data': 'Specification Property | Value | Unit of measurement | Method <header> <Specification Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",header
"{'data': 'pH | 7.0 ± 1.0 | | DIN ISO 976 <header> <Specification Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': [[11, 14, 'std'], [19, 30, 'method'], [5, 8, 'mean']]}",pH
"{'data': 'Flashpoint | 70 | °C | <header> <Property> | <Value> | <Units> | <Method> </header>', 'label': []}",irrelevant
"{'data': 'Type | Waterborne, UV - curing Polyurethane Dispersion. <header> <Type> | <Waterborne, UV - curing Polyurethane Dispersion.> </header>', 'label': [[31, 43, 'qualitative_value']]}",Solvent type
"{'data': 'TABLE 2 : TYPICAL FILM PROPERTIES | TABLE 2 : TYPICAL FILM PROPERTIES | TABLE 2 : TYPICAL FILM PROPERTIES | TABLE 2 : TYPICAL FILM PROPERTIES |', 'label': []}",irrelevant
"{'data': 'MFFT | 22 C', 'label': [[7, 9, 'mean'], [10, 11, 'unit']]}",Minimum film forming temperature
"{'data': 'PH | 7.5 ~ 8.5 | PH meter, diluted by resin /deionized Water = 1 / 4 <header> <Parameter index> | <AQUAPAC - 8238 > | <Detection method> </header>', 'label': [[5, 8, 'min'], [11, 14, 'max'], [17, 68, 'measuring_condition']]}",pH
"{'data': 'Density at 20 °C, ( supply form ) | approx. 1.05 | g/ml | DIN EN ISO 2811 <header> <Other data* Property> | <Value> | <Unit of measurement> | <Method> </header>', 'label': []}",irrelevant
"{'data': 'Property | Value | Unit | GAP <header> <Property> | <Value> | <Unit> | <GAP> </header>', 'label': []}",header
"{'data': 'Uses | as a binder for aqueous air - and force - drying coatings, especially primers, one - coat matt finishes and adhesion primers ( also suitable for non - ferrous metals ) <header> <Type> | <non - saponifable polymer dispersion which dries by oxidation> </header>', 'label': []}",irrelevant
"{'data': 'pH - Value ( QUM - PA 099 ) 20 °C : | 6,0 - 7,5', 'label': [[13, 25, 'method'], [28, 33, 'measuring_condition'], [38, 41, 'min'], [44, 47, 'max']]}",pH
"{'data': 'Density ( Liquids ) DIN EN ISO 2811 - 2 |', 'label': []}",irrelevant
